Año,Trimestre,Provincia,Total,Activos,Ocupados,Parados,Parados que buscan primer empleo,Inactivos
2013,4,Jaén,544600,308900,196600,112300,12300,235700
2013,3,Jaén,545300,305900,183100,122900,13100,239400
2013,2,Jaén,546900,307700,183100,124500,10400,239200
2013,1,Jaén,548000,304700,181500,123300,11600,243200
2012,4,Jaén,549200,305500,194600,110900,9300,243700
2012,3,Jaén,550300,300500,184400,116100,12500,249800
2012,2,Jaén,551100,294500,185800,108700,9100,256600
2012,1,Jaén,552200,300800,206300,94500,8900,251400
2011,4,Jaén,552600,302300,217000,85300,8400,250400
2011,3,Jaén,552500,293800,200800,93000,10200,258600
2011,2,Jaén,552100,291300,204000,87300,7400,260800
2011,1,Jaén,551300,302100,234200,67900,5200,249300
2010,4,Jaén,550600,303000,224700,78300,7800,247600
2010,3,Jaén,550100,293000,213800,79200,5900,257100
2010,2,Jaén,549700,294200,213800,80400,6800,255600
2010,1,Jaén,549200,300500,240400,60100,4900,248600
2009,4,Jaén,548500,289100,217200,71900,7200,259400
2009,3,Jaén,547800,286300,210200,76000,6100,261600
2009,2,Jaén,547100,289800,218200,71600,5500,257300
2009,1,Jaén,546400,295000,241300,53700,3600,251400
2008,4,Jaén,545600,294000,235500,58500,5000,251600
2008,3,Jaén,545000,285100,234400,50600,6100,259900
2008,2,Jaén,544300,280400,234700,45700,3800,263900
2008,1,Jaén,543700,288900,254300,34600,2600,254800
2007,4,Jaén,542800,283400,241900,41500,3700,259400
2007,3,Jaén,541700,273500,233700,39800,4100,268200
2007,2,Jaén,540600,267900,235700,32200,3900,272700
2007,1,Jaén,539400,273100,243000,30100,3400,266300
2006,4,Jaén,537900,263500,229600,33900,4100,274400
2006,3,Jaén,536600,259600,225600,34000,5600,277100
2006,2,Jaén,535600,259100,223000,36200,4400,276500
2006,1,Jaén,534700,269200,229800,39500,6200,265400
2005,4,Jaén,533800,269200,223300,45900,5800,264600
2005,3,Jaén,532700,255500,216100,39400,5000,277200
2005,2,Jaén,531800,258600,213800,44800,6900,273200
2005,1,Jaén,530700,266100,228800,37300,4800,264600
2004,4,Jaén,529300,270500,220600,50000,6600,258800
2004,3,Jaén,527800,260200,208900,51400,8800,267600
2004,2,Jaén,526900,267200,212600,54600,7600,259700
2004,1,Jaén,525900,275500,236000,39500,4500,250500
2003,4,Jaén,524800,271900,222800,49200,5200,252900
2003,3,Jaén,523800,255900,204500,51300,5400,268000
2003,2,Jaén,523000,255100,200000,55000,5300,267900
2003,1,Jaén,522000,269800,227100,42600,5800,252200
2002,4,Jaén,520800,262700,210600,52100,6700,258100
2002,3,Jaén,519700,251400,198800,52600,5400,268300
2002,2,Jaén,518700,252300,201800,50500,6400,266400
2002,1,Jaén,517500,254100,221500,32500,4900,263500
2016,1,León,410700,206800,162400,44400,4300,203900
2015,4,León,411700,203500,162200,41300,3700,208200
2015,3,León,413400,207800,166400,41400,5600,205600
2015,2,León,414400,208100,164900,43200,3400,206300
2015,1,León,414400,208300,158300,50000,3700,206100
2014,4,León,415300,212100,164000,48000,4500,203200
2014,3,León,416200,214900,166600,48300,5500,201400
2014,2,León,417600,216600,160900,55700,5600,200900
2014,1,León,418600,212000,155900,56100,5100,206600
2013,4,León,419700,210300,159000,51300,5100,209400
2013,3,León,420600,213200,164800,48400,5600,207400
2013,2,León,421600,216100,164100,52000,6900,205500
2013,1,León,422600,216000,163300,52800,6800,206600
2012,4,León,423500,215200,164800,50400,5500,208400
2012,3,León,424200,216400,169000,47500,6100,207700
2012,2,León,424900,216100,171500,44600,4900,208800
2012,1,León,426000,215100,172100,43000,4500,210900
2011,4,León,426800,219600,180400,39100,2800,207300
2011,3,León,427200,217900,183600,34300,3500,209300
2011,2,León,427700,219600,181900,37700,2900,208100
2011,1,León,428100,216500,177400,39100,2400,211600
2010,4,León,428600,217000,181600,35500,3000,211600
2010,3,León,428700,223200,189300,34000,4500,205500
2010,2,León,429000,222700,187600,35100,4900,206300
2010,1,León,429400,219300,181400,37900,3700,210100
2009,4,León,429800,219700,186600,33100,4700,210100
2009,3,León,430000,218100,186900,31200,3200,211800
2009,2,León,429900,223800,190300,33500,3800,206100
2009,1,León,430200,218200,187400,30800,1700,212000
2008,4,León,430600,216300,193700,22600,3000,214200
2008,3,León,430500,218300,197500,20800,1800,212100
2008,2,León,430300,213100,191600,21600,2700,217100
2008,1,León,430100,215200,198000,17200,2600,214900
2007,4,León,430100,217300,200700,16600,4400,212800
2007,3,León,429600,217800,201100,16800,2800,211700
2007,2,León,428900,217200,201600,15600,2500,211700
2007,1,León,428500,215500,197800,17800,1900,213000
2006,4,León,428100,211500,195100,16400,2300,216600
2006,3,León,427600,213000,195300,17700,2700,214600
2006,2,León,426900,205400,186200,19300,2800,221500
2006,1,León,426300,201900,181200,20800,2100,224400
2005,4,León,426100,212000,189100,22800,4000,214100
2005,3,León,425800,212900,192300,20500,3700,212900
2005,2,León,425200,207800,186100,21700,3800,217400
2005,1,León,425100,206000,180200,25800,4700,219100
2004,4,León,425200,193900,176400,17500,2400,231300
2004,3,León,425000,192100,175600,16400,2800,232900
2004,2,León,424800,184200,168800,15400,2000,240600
2004,1,León,424800,179800,166500,13300,2200,245000
2003,4,León,424900,182800,168600,14200,2500,242100
2003,3,León,424900,187500,169400,18100,4400,237500
2003,2,León,424800,183200,162700,20500,4200,241700
2003,1,León,424700,180100,162900,17100,3400,244600
2002,4,León,424400,181100,164500,16600,2700,243300
2002,3,León,424100,186100,166800,19300,4100,238000
2002,2,León,423900,178900,160100,18800,3900,245100
2002,1,León,423800,183600,162200,21400,4300,240200
2016,1,Lleida,352700,222400,188600,33800,3000,130300
2015,4,Lleida,352800,223000,191200,31800,1700,129700
2015,3,Lleida,352400,225200,193500,31600,4900,127200
2015,2,Lleida,352600,220500,187500,32900,4800,132100
2015,1,Lleida,353300,219100,182000,37000,5300,134200
2014,4,Lleida,353600,220200,188300,31800,4000,133400
2014,3,Lleida,354200,215200,186100,29100,6300,139000
2014,2,Lleida,354200,216900,182600,34300,6100,137400
2014,1,Lleida,353900,211200,176600,34600,3900,142700
2013,4,Lleida,354900,222400,186700,35700,3600,132500
2013,3,Lleida,355700,223100,190100,33000,2900,132600
2013,2,Lleida,356700,224000,182300,41700,4300,132700
2013,1,Lleida,357300,220900,184600,36300,2400,136400
2012,4,Lleida,358200,221700,182000,39800,5400,136400
2012,3,Lleida,358700,221400,187500,33900,4000,137300
2012,2,Lleida,359200,224000,181000,43000,3800,135200
2012,1,Lleida,359900,221800,179900,41900,4700,138100
2011,4,Lleida,360500,223100,184600,38400,3700,137400
2011,3,Lleida,360300,217100,188600,28500,3300,143100
2011,2,Lleida,359900,224600,196300,28400,4200,135200
2011,1,Lleida,360000,219500,192900,26600,4600,140400
2010,4,Lleida,360200,213900,182800,31100,3800,146300
2010,3,Lleida,359500,213800,183400,30400,4100,145700
2010,2,Lleida,359200,220500,186900,33600,4200,138600
2010,1,Lleida,359300,220000,188000,32000,2200,139300
2009,4,Lleida,359400,223400,194700,28700,2500,136000
2009,3,Lleida,359200,226400,196700,29800,4800,132800
2009,2,Lleida,358800,221300,200800,20500,2300,137500
2009,1,Lleida,358500,229200,204000,25200,1700,129400
2008,4,Lleida,358300,228400,207000,21500,1900,129900
2008,3,Lleida,357300,230300,214200,16000,1600,127000
2008,2,Lleida,355800,218000,206800,11200,3200,137800
2008,1,Lleida,354300,214600,204500,10100,2300,139700
2007,4,Lleida,352700,210100,203400,6700,500,142600
2007,3,Lleida,350300,214000,207500,6500,1300,136300
2007,2,Lleida,347900,211400,206100,5200,1000,136500
2007,1,Lleida,345800,205900,198800,7100,600,139900
2006,4,Lleida,343500,206700,198100,8600,700,136800
2006,3,Lleida,341500,208400,194800,13600,1700,133000
2006,2,Lleida,339600,211400,193900,17500,1600,128200
2006,1,Lleida,338200,202900,189500,13400,1900,135300
2005,4,Lleida,337200,204500,190500,14000,700,132700
2005,3,Lleida,335700,201700,188000,13700,1400,134000
2005,2,Lleida,334300,198700,186500,12200,1700,135600
2005,1,Lleida,332500,197900,188200,9700,800,134600
2004,4,Lleida,330400,188400,178500,9900,1500,142000
2004,3,Lleida,327500,187200,180700,6500,1800,140400
2004,2,Lleida,324900,183000,172300,10700,1000,141900
2004,1,Lleida,322500,171700,164400,7200,1100,150800
2003,4,Lleida,320800,173400,163100,10200,2500,147400
2003,3,Lleida,318800,173400,162300,11100,3300,145400
2003,2,Lleida,317200,168800,158100,10700,1500,148400
2003,1,Lleida,315500,173700,166800,6900,1000,141800
2002,4,Lleida,313800,169000,158800,10200,1100,144900
2002,3,Lleida,312100,167500,156400,11200,1400,144500
2002,2,Lleida,310600,169600,158300,11200,1200,141000
2002,1,Lleida,309100,165300,154300,10900,900,143900
2016,1,Lugo,296900,157500,131400,26000,2600,139400
2015,4,Lugo,297500,158600,133500,25100,3000,138900
2015,3,Lugo,298100,155500,132600,22900,2800,142600
2015,2,Lugo,298700,153300,128000,25200,2800,145500
2015,1,Lugo,299200,152200,126600,25600,2100,147000
2014,4,Lugo,299800,151100,126600,24500,1900,148700
2014,3,Lugo,300600,153600,127400,26200,2200,147100
2014,2,Lugo,301000,155200,123100,32000,2900,145900
2014,1,Lugo,302100,159200,124400,34800,3100,142900
2013,4,Lugo,302900,158200,128100,30100,2500,144600
2013,3,Lugo,303300,158900,132200,26700,2800,144400
2013,2,Lugo,304000,157800,126900,30900,3600,146200
2013,1,Lugo,304900,157000,124900,32100,3000,147900
2012,4,Lugo,305800,157300,131000,26300,2500,148500
2012,3,Lugo,306400,158200,133300,24900,3500,148300
2012,2,Lugo,307000,159700,132900,26800,3000,147300
2012,1,Lugo,307900,157700,133600,24000,2000,150200
2011,4,Lugo,308700,161100,141800,19300,1800,147600
2011,3,Lugo,309200,162800,144400,18500,2400,146400
2011,2,Lugo,309600,161000,143100,18000,2400,148500
2011,1,Lugo,310100,162400,141100,21300,2500,147700
2010,4,Lugo,310700,161000,144500,16500,2200,149700
2010,3,Lugo,310900,164400,147700,16700,2000,146500
2010,2,Lugo,311200,161600,143200,18400,1900,149600
2010,1,Lugo,311700,156900,139200,17700,1500,154800
2009,4,Lugo,312300,154200,138300,15900,1200,158200
2009,3,Lugo,312700,157200,144500,12800,1200,155400
2009,2,Lugo,312800,153100,137900,15200,800,159700
2009,1,Lugo,313100,158300,143600,14700,700,154800
2008,4,Lugo,313500,160100,149300,10800,900,153400
2008,3,Lugo,313500,164000,154200,9800,1500,149400
2008,2,Lugo,313300,162500,152400,10100,1400,150800
2008,1,Lugo,313600,157100,147400,9700,1600,156500
2007,4,Lugo,314000,155600,146100,9500,1300,158400
2007,3,Lugo,313800,155500,148300,7200,1500,158200
2007,2,Lugo,313500,151700,144500,7200,1100,161800
2007,1,Lugo,313500,157500,145700,11800,1800,156000
2006,4,Lugo,313600,156600,149300,7300,900,157000
2006,3,Lugo,313400,157700,147700,10000,1400,155700
2006,2,Lugo,313200,156600,144700,11900,1500,156600
2006,1,Lugo,313300,158600,146500,12100,1700,154800
2005,4,Lugo,313600,150800,139500,11400,2000,162700
2005,3,Lugo,313500,152200,143200,9000,2000,161300
2005,2,Lugo,313400,152400,142800,9700,1900,160900
2005,1,Lugo,313500,154500,143600,10900,2700,158900
2004,4,Lugo,313600,157300,146400,10900,3100,156300
2004,3,Lugo,313600,155000,141100,13900,3500,158600
2004,2,Lugo,313500,157100,142200,14900,1200,156400
2004,1,Lugo,313800,158700,142900,15800,3100,155100
2003,4,Lugo,314100,154700,141400,13300,2100,159400
2003,3,Lugo,314300,152900,144400,8500,1100,161400
2003,2,Lugo,314300,154600,142600,12000,2100,159700
2003,1,Lugo,314300,159400,142500,16900,3300,154900
2002,4,Lugo,314700,155500,142500,13000,2100,159200
2002,3,Lugo,314700,151400,138600,12800,2900,163300
2002,2,Lugo,314700,161000,144200,16800,4300,153700
2002,1,Lugo,315000,157000,141800,15200,4100,157900
2016,1,Madrid,5271200,3386400,2817000,569400,61700,1884800
2015,4,Madrid,5264200,3408500,2845700,562800,64400,1855700
2015,3,Madrid,5242400,3351600,2806400,545300,76900,1890700
2015,2,Madrid,5242800,3410800,2808300,602500,71500,1832000
2015,1,Madrid,5249800,3389400,2786600,602800,58100,1860400
2014,4,Madrid,5247600,3401400,2789000,612300,64800,1846200
2014,3,Madrid,5231200,3329800,2746200,583600,57900,1901400
2014,2,Madrid,5228900,3320300,2688500,631800,64000,1908600
2014,1,Madrid,5220200,3313000,2636100,677000,76200,1907100
2013,4,Madrid,5233100,3352000,2666400,685500,75100,1881100
2013,3,Madrid,5243200,3358000,2706200,651800,71000,1885200
2013,2,Madrid,5265900,3390000,2739000,651000,53100,1875900
2013,1,Madrid,5277800,3450400,2760700,689700,50200,1827400
2012,4,Madrid,5289600,3439900,2775400,664500,40300,1849700
2012,3,Madrid,5293200,3451900,2822500,629400,62300,1841300
2012,2,Madrid,5300800,3482200,2840800,641400,56800,1818600
2012,1,Madrid,5303000,3466400,2837300,629100,60700,1836600
2011,4,Madrid,5302900,3446700,2827600,619000,58000,1856200
2011,3,Madrid,5296400,3435200,2865400,569800,57500,1861200
2011,2,Madrid,5295600,3484100,2939900,544100,46200,1811600
2011,1,Madrid,5291000,3454800,2930300,524400,44000,1836200
2010,4,Madrid,5289400,3508600,2963200,545300,44000,1780900
2010,3,Madrid,5286600,3481900,2933000,548900,45900,1804600
2010,2,Madrid,5288800,3502200,2935600,566600,54200,1786600
2010,1,Madrid,5286000,3483600,2930100,553600,47800,1802400
2009,4,Madrid,5283700,3466000,2964000,502000,36000,1817800
2009,3,Madrid,5276700,3448500,2959500,489000,38600,1828100
2009,2,Madrid,5273400,3481400,3014700,466600,36000,1792100
2009,1,Madrid,5264800,3481800,3016500,465300,28900,1783000
2008,4,Madrid,5255400,3468900,3121200,347700,18300,1786500
2008,3,Madrid,5238100,3436600,3150600,286000,18900,1801400
2008,2,Madrid,5222600,3425800,3128800,296900,28600,1796900
2008,1,Madrid,5202200,3375600,3126100,249500,18500,1826600
2007,4,Madrid,5178200,3365300,3150000,215300,20800,1812900
2007,3,Madrid,5147500,3351900,3151800,200100,21100,1795600
2007,2,Madrid,5120100,3314800,3110300,204500,27400,1805300
2007,1,Madrid,5091300,3307900,3095100,212800,23100,1783400
2006,4,Madrid,5058300,3298300,3085300,212900,29300,1760100
2006,3,Madrid,5028500,3208400,3017000,191400,20300,1820000
2006,2,Madrid,5007500,3220900,2998400,222500,22700,1786700
2006,1,Madrid,4989200,3181800,2995000,186800,18200,1807400
2005,4,Madrid,4971900,3137000,2951900,185100,23600,1834900
2005,3,Madrid,4955900,3128700,2934200,194500,29100,1827200
2005,2,Madrid,4943800,3163100,2943000,220100,30000,1780700
2005,1,Madrid,4924200,3104700,2848100,256600,29100,1819500
2004,4,Madrid,4900600,3020900,2810900,210000,38200,1879700
2004,3,Madrid,4874000,2958100,2766200,191900,38000,1915900
2004,2,Madrid,4858400,2959500,2756500,203000,42700,1898900
2004,1,Madrid,4842200,2917700,2723600,194000,43600,1924600
2003,4,Madrid,4824700,2884200,2677600,206600,42400,1940500
2003,3,Madrid,4800200,2859100,2645400,213700,39500,1941100
2003,2,Madrid,4777300,2834000,2633900,200000,32000,1943300
2003,1,Madrid,4751300,2810800,2592500,218300,37800,1940500
2002,4,Madrid,4722900,2776900,2582800,194100,43000,1946000
2002,3,Madrid,4690900,2775400,2560300,215000,44200,1915600
2002,2,Madrid,4662500,2732100,2542000,190100,34400,1930400
2002,1,Madrid,4629300,2703700,2501100,202600,34200,1925600
2016,1,Málaga,1350700,803400,578200,225200,20300,547300
2015,4,Málaga,1349500,795000,580500,214500,16600,554500
2015,3,Málaga,1350000,814600,578600,236000,17200,535500
2015,2,Málaga,1346600,820900,575000,245900,17000,525800
2015,1,Málaga,1345800,812000,549100,262900,9800,533800
2014,4,Málaga,1343400,816800,564700,252100,11700,526600
2014,3,Málaga,1341600,802700,558400,244400,21400,538800
2014,2,Málaga,1337300,793400,534000,259400,18300,543900
2014,1,Málaga,1330500,782500,496700,285800,18000,548100
2013,4,Málaga,1328600,780500,498000,282500,18300,548100
2013,3,Málaga,1328100,780000,512200,267800,22100,548200
2013,2,Málaga,1327000,783100,503300,279800,17800,543900
2013,1,Málaga,1325700,771000,488200,282700,18500,554800
2012,4,Málaga,1323900,778600,502200,276400,15700,545300
2012,3,Málaga,1320600,786600,525400,261200,17000,534000
2012,2,Málaga,1317800,788700,518000,270700,20700,529000
2012,1,Málaga,1314800,778700,513000,265700,19800,536100
2011,4,Málaga,1311700,774200,531900,242300,20400,537500
2011,3,Málaga,1307700,761400,534300,227200,16500,546300
2011,2,Málaga,1304100,755600,533400,222200,18000,548500
2011,1,Málaga,1301000,771000,524100,247000,16900,530000
2010,4,Málaga,1298200,764000,533900,230100,19400,534200
2010,3,Málaga,1294900,774600,559200,215300,16500,520400
2010,2,Málaga,1292000,772400,549700,222800,15200,519600
2010,1,Málaga,1289200,768000,539700,228400,13000,521200
2009,4,Málaga,1286800,763200,554300,208900,11600,523700
2009,3,Málaga,1283600,740600,570000,170700,9900,543000
2009,2,Málaga,1280900,761000,553000,208000,14200,519900
2009,1,Málaga,1277700,752600,550700,201900,14500,525200
2008,4,Málaga,1275400,758200,581100,177200,12100,517100
2008,3,Málaga,1271100,745200,612400,132800,10200,525800
2008,2,Málaga,1266500,718300,602700,115500,6300,548200
2008,1,Málaga,1260300,726700,614500,112200,9500,533500
2007,4,Málaga,1254500,720700,631600,89100,5500,533800
2007,3,Málaga,1246500,722400,647200,75200,6300,524200
2007,2,Málaga,1239000,713800,641100,72700,7200,525300
2007,1,Málaga,1231600,694800,622500,72300,3700,536800
2006,4,Málaga,1223800,693200,621300,71800,4900,530700
2006,3,Málaga,1216100,685900,611800,74100,7500,530200
2006,2,Málaga,1208400,676300,604700,71600,11200,532100
2006,1,Málaga,1200900,667400,585100,82300,10600,533500
2005,4,Málaga,1194100,668800,594800,74000,9100,525400
2005,3,Málaga,1186400,658800,593800,64900,6600,527700
2005,2,Málaga,1179000,663500,578600,84900,9100,515500
2005,1,Málaga,1168100,632900,553600,79200,6700,535200
2004,4,Málaga,1156700,627800,544600,83200,10600,528900
2004,3,Málaga,1145900,629300,541600,87800,11900,516600
2004,2,Málaga,1137800,604200,508200,96000,15200,533600
2004,1,Málaga,1129600,590700,491200,99500,14300,538900
2003,4,Málaga,1122800,589200,487800,101400,13600,533500
2003,3,Málaga,1114900,594000,499600,94400,12900,520900
2003,2,Málaga,1107700,585800,496900,88900,14600,521900
2003,1,Málaga,1099600,573400,477700,95800,16100,526200
2002,4,Málaga,1092300,576500,479800,96700,18900,515800
2002,3,Málaga,1083400,560600,479600,81000,17400,522800
2002,2,Málaga,1076000,565300,488700,76600,13800,510600
2002,1,Málaga,1067700,551300,469300,82000,17600,516300
2016,1,Murcia,1182500,695800,542000,153800,17900,486800
2015,4,Murcia,1182400,701200,536300,164900,15700,481200
2015,3,Murcia,1182400,699700,535400,164400,22800,482700
2015,2,Murcia,1181500,710100,534200,175900,14400,471400
2015,1,Murcia,1182800,700300,513400,186900,14500,482500
2014,4,Murcia,1182200,722100,525300,196900,19900,460100
2014,3,Murcia,1182900,719800,530900,188900,19800,463100
2014,2,Murcia,1181200,722800,541200,181600,17000,458400
2014,1,Murcia,1181700,723400,522900,200500,13100,458300
2013,4,Murcia,1181500,725000,518400,206600,17100,456500
2013,3,Murcia,1180800,732800,522300,210400,16500,448100
2013,2,Murcia,1180600,721900,514100,207800,15200,458700
2013,1,Murcia,1180100,720100,504700,215400,12100,460000
2012,4,Murcia,1179600,722400,510200,212200,13300,457200
2012,3,Murcia,1179500,734100,526000,208000,14900,445500
2012,2,Murcia,1179700,730200,539900,190300,11200,449500
2012,1,Murcia,1179800,728300,534000,194300,11200,451500
2011,4,Murcia,1180700,729500,537600,191900,13900,451200
2011,3,Murcia,1180500,726500,551300,175200,15800,454100
2011,2,Murcia,1179600,722300,549200,173200,12000,457300
2011,1,Murcia,1178500,723700,538800,184900,12200,454800
2010,4,Murcia,1178200,736700,556600,180100,15100,441600
2010,3,Murcia,1177400,730900,559600,171300,10600,446500
2010,2,Murcia,1176500,724000,573000,151000,7900,452500
2010,1,Murcia,1175400,724300,559900,164400,7500,451100
2009,4,Murcia,1174200,710500,555400,155100,7200,463700
2009,3,Murcia,1172100,714000,567300,146700,7100,458200
2009,2,Murcia,1169900,724800,580300,144500,6500,445100
2009,1,Murcia,1167300,722300,585100,137200,7900,445000
2008,4,Murcia,1164800,717600,607900,109700,7800,447100
2008,3,Murcia,1160900,715800,617400,98400,9600,445200
2008,2,Murcia,1157100,716800,635900,81000,5400,440300
2008,1,Murcia,1152600,708900,642500,66500,4300,443700
2007,4,Murcia,1148000,695900,638500,57400,5600,452100
2007,3,Murcia,1141900,694500,637500,57000,8600,447400
2007,2,Murcia,1135600,688900,644200,44700,5000,446700
2007,1,Murcia,1128200,679700,630700,49000,5100,448500
2006,4,Murcia,1120100,666600,614300,52300,6100,453500
2006,3,Murcia,1112600,655500,603800,51600,5600,457100
2006,2,Murcia,1105400,662800,609600,53200,7500,442600
2006,1,Murcia,1098900,648600,598300,50300,6200,450300
2005,4,Murcia,1092800,640500,592900,47600,7000,452300
2005,3,Murcia,1086300,634100,585600,48500,5100,452200
2005,2,Murcia,1080000,631200,580300,50900,6500,448800
2005,1,Murcia,1069800,615900,560300,55500,6600,453900
2004,4,Murcia,1059700,624400,562200,62200,8400,435300
2004,3,Murcia,1049800,622600,558800,63800,7000,427200
2004,2,Murcia,1042700,612600,545700,66800,8100,430200
2004,1,Murcia,1036500,600900,530100,70800,9300,435600
2003,4,Murcia,1030200,599300,534800,64500,10600,430900
2003,3,Murcia,1023600,586300,524500,61800,13100,437300
2003,2,Murcia,1017300,583900,526600,57300,11300,433400
2003,1,Murcia,1010300,574300,505100,69200,13900,436100
2002,4,Murcia,1003000,567900,502900,65000,13500,435100
2002,3,Murcia,995800,559500,501200,58300,9800,436300
2002,2,Murcia,988600,550500,489100,61400,11600,438200
2002,1,Murcia,981500,548200,481600,66600,11400,433200
2016,1,Navarra,521300,306500,262800,43700,5100,214700
2015,4,Navarra,521100,305700,264400,41400,5500,215400
2015,3,Navarra,521400,309200,267200,41900,5800,212200
2015,2,Navarra,522000,305600,267300,38400,3200,216300
2015,1,Navarra,521700,306100,258200,47900,5600,215600
2014,4,Navarra,521800,310700,264300,46400,3400,211100
2014,3,Navarra,521700,309500,263300,46200,3400,212200
2014,2,Navarra,521300,311500,262000,49500,4500,209800
2014,1,Navarra,520200,314100,260300,53800,3800,206100
2013,4,Navarra,521000,310300,259300,51000,4900,210700
2013,3,Navarra,522200,316300,259700,56700,6100,205900
2013,2,Navarra,523100,314600,256700,57900,4600,208600
2013,1,Navarra,524300,316900,256800,60100,5000,207400
2012,4,Navarra,525200,318200,263600,54600,4400,207000
2012,3,Navarra,525300,319500,271600,47800,4600,205900
2012,2,Navarra,525600,321100,268700,52300,5500,204600
2012,1,Navarra,526100,317700,266200,51500,4200,208500
2011,4,Navarra,526700,318200,274300,43900,3000,208500
2011,3,Navarra,525900,320900,283200,37700,4600,205100
2011,2,Navarra,525500,321000,279700,41300,3800,204500
2011,1,Navarra,525100,322500,278900,43600,2400,202600
2010,4,Navarra,524800,317300,279900,37400,1500,207500
2010,3,Navarra,524000,318800,278900,39900,2600,205200
2010,2,Navarra,523400,321000,285700,35400,2200,202300
2010,1,Navarra,522700,315000,276200,38800,1200,207700
2009,4,Navarra,522000,314100,281100,33000,1300,208000
2009,3,Navarra,520900,316100,283500,32600,2200,204800
2009,2,Navarra,520000,320800,282300,38500,3200,199200
2009,1,Navarra,519000,319300,285700,33600,1700,199800
2008,4,Navarra,518100,316100,290400,25700,1000,202000
2008,3,Navarra,516000,319400,296300,23200,1600,196600
2008,2,Navarra,514200,315700,297400,18300,1500,198400
2008,1,Navarra,512400,316800,297400,19500,2300,195500
2007,4,Navarra,510400,310200,296900,13300,500,200200
2007,3,Navarra,507400,309500,296200,13300,1000,198000
2007,2,Navarra,504700,311700,295500,16100,1500,193100
2007,1,Navarra,502300,309100,293200,15900,700,193200
2006,4,Navarra,499700,305200,291200,14000,1000,194400
2006,3,Navarra,497100,306800,291500,15200,1700,190400
2006,2,Navarra,495100,299700,282600,17000,100,195400
2006,1,Navarra,493400,298900,280300,18700,400,194500
2005,4,Navarra,492100,301900,284000,17900,500,190100
2005,3,Navarra,490300,293400,278000,15400,2400,196900
2005,2,Navarra,489000,290600,275200,15300,1200,198400
2005,1,Navarra,487600,290500,272600,17900,2000,197100
2004,4,Navarra,486300,283500,268900,14600,600,202800
2004,3,Navarra,484300,279500,265500,14000,1000,204800
2004,2,Navarra,482800,273100,258200,14900,700,209700
2004,1,Navarra,481600,277300,258700,18500,2100,204300
2003,4,Navarra,480400,274900,258000,16900,2700,205500
2003,3,Navarra,478900,275300,259200,16100,2900,203600
2003,2,Navarra,477500,269300,254500,14800,1500,208200
2003,1,Navarra,475900,264700,249700,15100,1100,211200
2002,4,Navarra,474400,266200,251400,14800,1100,208200
2002,3,Navarra,472400,268600,251000,17700,2000,203800
2002,2,Navarra,470600,263300,249800,13600,2200,207200
2002,1,Navarra,468800,263300,247400,15900,2100,205500
2016,1,Ourense,277400,129000,102200,26900,2700,148400
2015,4,Ourense,278100,131300,106700,24700,2600,146800
2015,3,Ourense,278900,132200,108300,23900,3200,146700
2015,2,Ourense,279600,133300,105200,28100,2900,146300
2015,1,Ourense,280000,136600,104600,32000,3400,143400
2014,4,Ourense,280800,135200,107400,27800,2200,145500
2014,3,Ourense,281700,132700,106000,26700,2900,149100
2014,2,Ourense,282200,132600,102600,30000,3500,149600
2014,1,Ourense,283000,133100,103700,29400,3600,149900
2013,4,Ourense,283900,134000,102900,31100,3000,149900
2013,3,Ourense,284500,135400,102200,33200,3600,149100
2013,2,Ourense,285600,137700,104000,33800,3700,147900
2013,1,Ourense,286500,139400,106000,33400,3000,147100
2012,4,Ourense,287400,139900,108100,31800,3100,147500
2012,3,Ourense,287900,143500,113200,30300,3100,144400
2012,2,Ourense,288400,142900,114100,28800,2500,145400
2012,1,Ourense,289200,145000,116300,28700,2600,144200
2011,4,Ourense,290100,145400,118100,27300,3000,144700
2011,3,Ourense,290400,145100,120000,25100,2700,145300
2011,2,Ourense,290700,146200,121000,25200,2700,144500
2011,1,Ourense,291200,142700,117200,25400,2200,148600
2010,4,Ourense,291800,143100,118800,24200,2500,148700
2010,3,Ourense,292100,141800,119700,22100,1800,150200
2010,2,Ourense,292300,141600,118100,23500,2600,150700
2010,1,Ourense,292800,144400,120500,23900,2700,148400
2009,4,Ourense,293300,142100,124000,18100,1700,151200
2009,3,Ourense,293400,142000,125600,16400,1600,151400
2009,2,Ourense,293300,144200,131100,13100,300,149100
2009,1,Ourense,293400,147800,135500,12300,300,145600
2008,4,Ourense,293800,145200,135900,9400,100,148600
2008,3,Ourense,293900,144700,137000,7700,800,149200
2008,2,Ourense,293900,148200,139300,8800,1300,145700
2008,1,Ourense,294200,148500,137800,10800,1700,145600
2007,4,Ourense,294700,148100,140300,7800,1100,146500
2007,3,Ourense,294700,148100,139900,8200,700,146600
2007,2,Ourense,294600,144500,136600,7900,600,150100
2007,1,Ourense,294900,144700,134900,9800,1100,150200
2006,4,Ourense,295100,141200,129600,11600,400,153900
2006,3,Ourense,295000,144900,135700,9200,1300,150100
2006,2,Ourense,295000,143900,130800,13100,1400,151000
2006,1,Ourense,295300,147500,129400,18200,4500,147700
2005,4,Ourense,295600,139100,125900,13100,2700,156600
2005,3,Ourense,295700,140800,126400,14400,2900,154900
2005,2,Ourense,295400,142600,126700,15900,2700,152800
2005,1,Ourense,295600,140900,124200,16600,3000,154800
2004,4,Ourense,296000,141500,123800,17800,4400,154400
